source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
zotero:EXFFT7WD	Recent Advances in Electromagnetic Interference Analysis in Common Corridors	2006-08-00 08/2006	Jinxi Ma; Farid Dawalibi	10.1109/CEEM.2006.257983		EXFFT7WD	ZC5J5FXB	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:PQJPXU2S	SD 05-1976- ELECTRA 47 - The design of specially bonded cable systems -Part II					PQJPXU2S	PQJPXU2S	external-impedance;insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:K6KNI8NG	SES S01 - 0016-0023 - STUDY OF INFLUENCE OF BURIED METALLIC STRUCTURES ON SOIL RESISTIVITY MEASUREMENTS					K6KNI8NG	K6KNI8NG	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:XD2JZCMV	SES S01 - 0024-0030 - INFLUENCE OF INDUCTIVE COUPLING BETWEEN LEADS ON RESISTIVITY MEASUREMENTS IN MULTILAYER SOILS					XD2JZCMV	XD2JZCMV	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:8LQ89GTN	SES S02 - 0079-0086 - BEHAVIOUR OF GROUNDING SYSTEMS IN MULTILAYER SOILS A PARAMETRIC ANALYSIS					8LQ89GTN	8LQ89GTN	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:MF2CISZ2	Soil Water Content and Porosity on Earth Potential Rise of Vertical Grounding Rods	2022-11-17 2022-11-17	Walter L. Manzi De Azevedo; Anderson R. Justo De Araujo; Jose Pissolato Filho	10.1109/WCNPS56355.2022.9969674		MF2CISZ2	I2ENHGGW	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:P6B5W67Y	The Challenges of Designing Solar Park Earthing Systems in the UK	2017-00-00 2017	Nathalie Dawalibi			P6B5W67Y	3J5JE3NW;JRFKBQ6T	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:L9A2UHDP	2019-transmissao-de-energia-eletrica-em-corrente-alternada					L9A2UHDP	L9A2UHDP	internal-impedance;external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:EIL8B46E	A Deeper Look at Sources of Errors that Affect the Classical Double-Ended Traveling Wave-Based Fault Location Method	2023-11-30 2023-11-30	Felipe V. Lopes; Amauri Martins-Britto; Raphael L. A. Reis; Kleber M. Silva; Eduardo P. A. Ribeiro; Caio M. Moraes; Marco Antonio M. Rodrigues; Rodrigo Agostinho	10.1109/WCNPS60622.2023.10344802		EIL8B46E	USGQJAFA	external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:3UPDDCFX	A numerical model for the calculation of electromagnetic interference from power lines on nonparallel underground pipelines	2021-05-00 05/2021	Arturo Popoli; Andrea Cristofolini; Leonardo Sandrolini	10.1016/j.matcom.2020.02.015		3UPDDCFX	IC5H2DAC	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:86GZBAQS	Accuracy enhancement of the JMarti model by using real poles through vector fitting	2019-06-00 6/2019	E. S. Bañuelos-Cabral; J. A. Gutiérrez-Robles; J. L. García-Sánchez; J. Sotelo-Castañón; V. A. Galván-Sánchez	10.1007/s00202-019-00807-8		86GZBAQS	GGCI6C3Q	external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:4SXFS5CT	Identification of problems when using long high voltage AC cable in transmission system II: Resonance &#x00026; harmonic resonance	2008-04-00 04/2008	S. Rahimi; W. Wiechowski; M. Randrup; J. Ostergaard; A. H. Nielsen	10.1109/TDC.2008.4517187		4SXFS5CT	CVWUAJJY	external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:H7JU6YTZ	Importance of Modeling Foot Impedance	2013-00-00 2013	Carl Moller; P Eng			H7JU6YTZ	QWGKMH5Z;TGT3MF5K	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:Z5NSEENQ	Modeling Impedances Bonds in HIFREQ for the Mitigation of Railway Systems	2015-00-00 2015	Nathalie Dawalibi			Z5NSEENQ	CPAWR4RZ;F85Y387T	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:TR6CGQC4	nbscircular544					TR6CGQC4	TR6CGQC4	internal-impedance;external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:R2KXDG4V	Numerical Calculation of Polynomial Chaos Coefficients for Stochastic Per-Unit-Length Parameters of Circular Conductors	2014-03-00 03/2014	Paolo Manfredi; Flavio G. Canavero	10.1109/TMAG.2013.2284140		R2KXDG4V	SKLW3PJN	internal-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:UJ3JCSDR	PROCED_DPES_SEACS_011_2017_Procedimento_Parâmetros_De_Linha_r6_seacs					UJ3JCSDR	UJ3JCSDR	internal-impedance;external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:D4JHU8SB	Selected studies on offshore wind farm cable connections - challenges and experience of the Danish TSO	2008-07-00 07/2008	W. Wiechowski; P. Borre Eriksen	10.1109/PES.2008.4596124		D4JHU8SB	7ZPQDZMY	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a line or cable application; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:IAF9LJAT	Steady-state operating conditions of very long EHVAC cable lines	2011-07-00 7/2011	F.M. Gatta; A. Geri; S. Lauria; M. Maccioni	10.1016/j.epsr.2011.03.011		IAF9LJAT	JENQSFAU	insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a thermal, loss, or ampacity calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:LBAPK9BY	Steady-state operating conditions of very long EHVAC cable lines: Two case studies	2012-02-00 2/2012	F.M. Gatta; A. Geri; S. Lauria; M. Maccioni	10.1016/j.epsr.2011.11.002		LBAPK9BY	RM4K38MS	insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a thermal, loss, or ampacity calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:BPV7JZQJ	Time-Delay Estimation Through All-Pass Functions for ULM Line and Cable Models		S Loaiza-Elejalde; J L Naredo; Martin G Vega-Grijalva; O Ramos-Leaños; E S Bañuelos-Cabral			BPV7JZQJ	JUW6TG5Y	external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:6N5XZEWK	57-Partitioned Fitting and DC Correction in Transmission LineCable Models					6N5XZEWK	6N5XZEWK	external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:3MKM5VN5	A Hybrid Method for Calculating the Inductive Interference Caused by Faulted Power Lines to Nearby Buried Pipelines	2005-04-00 04/2005	G.C. Christoforidis; D.P. Labridis; P.S. Dokopoulos	10.1109/TPWRD.2004.839186		3MKM5VN5	BSIAPKTE	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:TNNH99UL	A quasi-3D approach for the assessment of induced AC interference on buried metallic pipelines	2019-03-00 03/2019	Arturo Popoli; Leonardo Sandrolini; Andrea Cristofolini	10.1016/j.ijepes.2018.10.033		TNNH99UL	MG8ZRWCR	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S3WDXA4U	Algoritmo Genético Aplicado a um Método de Prospecção Geoelétrico		Wesley Pacheco Calixto; Luciano Martins Neto; Marcel Wu; Hipólito Barbosa; Machado Filho; Keiji Yamanaka			S3WDXA4U	RRJX655Y	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:IVP9ZUWG	Analysis of a Large Grounding System and Subsequent Field Test Validation Using the Fall of Potential Method	2013-00-00 2013	Huan Huang; Hualin Liu; Hong Luo; Hao Du; Yi Xing; Yexu Li; Farid P. Dawalibi; Haijun Zhou; Longhai Fu	10.4236/epe.2013.54B240		IVP9ZUWG	HDL3ZDGL;Z8G3A6ZE	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:VLFYQZ7I	Analysis of a Steel Grounding System: A Practical Case Study		Y Li; F P Dawalibi; J Ma; Y Yang			VLFYQZ7I	TJ7RQ78A	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:96JVBZYH	Analysis of formulas to calculate the AC inductance of different configurations of nonmagnetic circular conductors	2017-09-00 9/2017	Francesca Capelli; Jordi-Roger Riba	10.1007/s00202-016-0455-5		96JVBZYH	4WAJQDEP	internal-impedance;external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:SZSMD9TJ	Avalição de Segurança de Pessoas em Redes Rurais que Utilizam o Solo como Meio Condutor	2022-00-00 2022	G Cardoso, Jr.; D B. Ramos; M S. Martins; P H.B. Sebastiany; R Stefanello	10.20906/sbse.v2i1.3087		SZSMD9TJ	DE9HUN7N	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:FGQ6APQ6	Currents and voltages induced during earth faults in a system consisting of a transmission line and a parellel pipeline	1998-05-00 05/1998	K. J. Satsios; D. P. Labridis; P. S. Dokopoulos	10.1002/etep.4450080307		FGQ6APQ6	5UV3DRTY	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:YE6KVSRW	Design Considerations of HVDC Grounding Electrodes	2005-00-00 2005	Jinxi Ma; F.P. Dawalibi; W. Ruan	10.1109/TDC.2005.1546811		YE6KVSRW	V7RXMXIS	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:ZU89BLJN	Effects of circulating current from local generators in grounding study of a large power plant	2000-00-00 2000	W. Ruan; R. Southey; F. Dawalibi; D. Czarnomski; G. Farra	10.1109/ESW.2000.848331		ZU89BLJN	6PXKQ69B	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S2U2VREH	Effects of Soil Structures on Grounding Systems Consisting of Steel Conductors		G Yu; J Ma; F P Dawalibi			S2U2VREH	R6EM4FYK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:JPYM66I3	Electrical parameters of soils in the frequency range from 1 kHz to 1 GHz, using lumped‐circuit methods	2001-07-00 07/2001	Ben K. Sternberg; Tsylya M. Levitskaya	10.1029/1999RS002232		JPYM66I3	NCITWMEE	insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:SLIWG9V8	Electrical_Power_System_Analysis_3._The_Admittance_Model_and_Network					SLIWG9V8	SLIWG9V8	external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:872YGBAK	Estimating AC Mitigation Requirements for Pipelines Installed in High Voltage AC Corridors: Fault Conditions		R D Southey; W Ruan			872YGBAK	WQRG4DXQ	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:RKLX92MC	Grounding modeling using transmission line theory: Extension to arrangements composed of multiple electrodes	2016-09-00 9/2016	Rafael Alipio; Rodrigo M. Costa; Rosilene N. Dias; Alberto De Conti; Silverio Visacro	10.1109/ICLP.2016.7791429		RKLX92MC	99PKQYMR	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:U449WCRC	GROUNDING SYSTEM DESIGN FOR A LARGE POWER PLANT		Jinxi Ma; Farid P Dawalibi			U449WCRC	H5HITZFN	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:44YH824J	Improving the reliability of power systems with more accurate grounding system resistance estimates	2002-00-00 2002	R.D. Southey; F.P. Dawalibi	10.1109/ICPST.2002.1053512		44YH824J	56L9K6SQ	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:YYDXT6II	In uences of Electromagnetic Interferences on Two-Terminal Impedance-Based Fault Location Methods		Caio M Moraes; Amauri G Martins-Britto; Felipe V Lopes; Kleber M Silva; Eduardo P A Ribeiro; Raphael L A Reis			YYDXT6II	7CH5RPUM;CCDIKJ3X	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:23U5W4KS	Influences of Electromagnetic Interferences on Two-Terminal Impedance-Based Fault Location Methods	2022-00-00 2022	Caio M. Moraes; Amauri G. Martins-Britto; Felipe V. Lopes; Kleber M. Silva; Eduardo P. A. Ribeiro; Raphael L. A. Reis; Marco A. M. Rodrigues; Larissa L. Silva	10.20906/sbse.v2i1.3141		23U5W4KS	EKJNW8SZ	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:44F2W76G	Interpretation of resistivity sounding measurements in N-layer soil using electrostatic images	1996-07-00 7/1996	P.J. Lagace; J. Fortin; E.D. Crainic	10.1109/61.517490		44F2W76G	JKZ9IJWH	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:P97WYB3X	Novel Compacting Grounding System for Mitigating Ground Potential Rise and Backflashovers		J E Guevara Asorza; Walter L M Azevedo; J Pissolato Filho			P97WYB3X	J6WJY4X8	external-impedance;external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:N46GD5SR	Novel numerical analysis of electric fields in the near field of very‐low‐frequency antennas based on the charge simulation method	2024-08-00 08/2024	Bo‐Yu Ren; Xian‐Qiang Li; Yuan‐Cheng Qin; Hao Du; Liang‐Chang Fei; Rui Huang	10.1049/mia2.12488		N46GD5SR	B65P6RQZ	external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a field or modal-propagation calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:TTGB59GR	Power line transmission and radiation		H Kikuchi			TTGB59GR	GTJ5MYA8	external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C039; this alternate Zotero item or attachment is not counted again.
zotero:LXKQMEG5	Recent Advances in the Modeling and Mitigation of AC Interference along Transmission Lines Right of Ways		Yexu Li; Farid Paul Dawalibi; Haijun Zhou			LXKQMEG5	MDXZ76AH;PH5AA3MY	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WGC97EDL	Research on Overvoltage for XLPE Cable in a Modular Multilevel Converter HVDC Transmission System	2016-04-00 4/2016	Haitian Wang; Junzheng Cao; Zhiyuan He; Jie Yang; Zhengyi Han; George Chen	10.1109/TPWRD.2015.2469595		WGC97EDL	YAFFY3MY	internal-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:44HPWD32	Study of high frequency transient overvoltage caused by cable-transformer quarter-wave resonance	2021-08-00 08/2021	Paul Akiki; Alain Xémard; Charlotte Trouilloud; Jean-Luc Chanelière	10.1016/j.epsr.2021.107295		44HPWD32	R3E5VPCT	internal-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:EGWCK268	Study on the Interference of the HVDC Transmission Grounding Electrode to the Pipeline Cathodic Protection System	2023-06-20 2023-06-20	Xiao Chen; Lin Li	10.1021/acsomega.3c02187		EGWCK268	K6Q7YD84	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:JNKY5I7S	TEMC-077-2026_Proof_hi					JNKY5I7S	JNKY5I7S	external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:9P75353P	12201 Letellier Montreal, Quebec, Canada		F Dawalibi			9P75353P	UWCYCAK3	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:2T67VJ5L	15269fd8a05ae6d65e2860b53ad39270657d7ebd97f40952255e7ce830d5e4df					2T67VJ5L	2T67VJ5L	external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:R2KI89MI	194					R2KI89MI	R2KI89MI	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:26IDPFIH	290					26IDPFIH	26IDPFIH	external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:3GG9FRI8	43-Full-Wave Modeling of Grounding System Evaluation The Effects of Multi-Layer Soil and Length of Electrode on Ground Potential Rise					3GG9FRI8	3GG9FRI8	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:DZNMH8U4	60-Power Line Transient Interferences on a Nearby Pipeline Due to a Lightning Discharge					DZNMH8U4	DZNMH8U4	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:66ZUY5PL	675					66ZUY5PL	66ZUY5PL	external-impedance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:BCUGJ2NS	80-2013					BCUGJ2NS	BCUGJ2NS	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:YTFAE6UI	[6]__5929ef4b					YTFAE6UI	YTFAE6UI	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:RJJEFM2Q	A comparison among eight different techniques to achieve an optimum estimation of electrical grounding parameters in two-layered earth	1993-10-00 Oct./1993	J.L. Del Alamo	10.1109/61.248299		RJJEFM2Q	TZAY6VIU	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:4QR8J8IR	A Flexible Model to Calculate Buried Cable Ampacity in Complex Environments	2022-06-00 6/2022	George Callender; Kevin F. Goddard; Justin K. Dix; Paul L. Lewin	10.1109/TPWRD.2021.3102414		4QR8J8IR	INJJQXJU		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:TXUSAYVS	A Simple Substation Grounding Grid Analysis					TXUSAYVS	TXUSAYVS	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:M4Y6GEGP	A Simple Substation Grounding Grid Analysis Using Autogrid Pro					M4Y6GEGP	M4Y6GEGP	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:CX37SC6E	AC Interference: An Important Issue for Utilities in a Common Power Line Corridor		Yexu Li; Farid P Dawalibi; Deepak Mankar			CX37SC6E	MRGRAXWC	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:BUWPMWKZ	An Advanced Transmission Line and Cable Model in Matlab for the Simulation of Power-System Transients	2012-09-26 2012-09-26	Vasilios Katsikis; Octavio Ramos-Leaos; Jose Luis; Jose Alberto	10.5772/48530		BUWPMWKZ	HLXKSW3P	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:8UB6ZWRL	An Advanced Transmission Line and Cable Model in Matlab for the Simulation of Power-System Transients	2012-09-26 2012-09-26	Vasilios Katsikis; Octavio Ramos-Leaos; Jose Luis; Jose Alberto	10.5772/48530		8UB6ZWRL	BNCKQKCV	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:CPERXHHA	An efficient method for computing the magnetic field generated by transmission lines with static wires	2002-00-00 2002	Y. Yang; J. Ma; F.P. Dawalibi	10.1109/ICPST.2002.1047524		CPERXHHA	JQMHKWM3	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:W7XWLB5R	Analysis of electric field distribution of cable insulation defects	2018-09-00 09/2018	Jiaguo Liu; Xin Xin; Yunxing Gao; Xinlong Yu; Zebing Li; Yunliang Liu; Jing Wang; Zhanlong Zhang	10.1088/1742-6596/1087/4/042040		W7XWLB5R	5VDXXNQ9	insulation-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:P6XXIP2G	Analysis of grounding systems in soils with hemispherical layering	1993-10-00 Oct./1993	J. Ma; F.P. Dawalibi; W.K. Daily	10.1109/61.248284		P6XXIP2G	7STH5T4U	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WRQJ5NBU	Analysis of Transmission Tower Potentials During Ground Faults	1967-10-00 10/1967	Janos Endrenyi	10.1109/TPAS.1967.291904		WRQJ5NBU	43Y868XS	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:V6K3MTPL	Assessment of Different Frequency-Dependent Line Models for EMT Simulations of HVDC Systems	2023-11-30 2023-11-30	Marco Antênio B. Ribeiro; Caio M. Moraes; Amauri G. Martins-Britto; Kleber M. Silva	10.1109/WCNPS60622.2023.10344430		V6K3MTPL	S5VBXDA7;XP54GWHL	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:BCGIYATF	Assessment of Underground Cable Ratings Based on Distributed Temperature Sensing	2006-10-00 10/2006	H.J. Li; K.C. Tan; Q. Su	10.1109/TPWRD.2006.874668		BCGIYATF	Y7DZWEHA		library-sweep:2026-09-05	out-of-scope	The title and available text concern a thermal, loss, or ampacity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:H6RZXIZQ	Computation of Potential at Surface Above an Energized Grid or Other Electrode, Allowing for Non-Uniform Current Distribution	1979-11-00 11/1979	Aobert Heppe	10.1109/TPAS.1979.319377		H6RZXIZQ	MI8HZV8U	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a grounding or soil-resistivity calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:ZVWU3KYM	Cost reduction and minimization of land based on an accurate determination of fault current distribution in shield wires and grounding systems	1993-01-00 Jan./1993	W.K. Daily; F. Dawalibi	10.1109/61.180324		ZVWU3KYM	IDFJ2SCK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:SSZJW5I6	EL-4650_1986_Electromagnetic Transients Program ( EMTP ) Application Guide					SSZJW5I6	SSZJW5I6	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:AEI85DAX	Electromagnetic fields of energized conductors	1993-07-00 07/1993	F.P. Dawalibi; A. Selby	10.1109/61.252653		AEI85DAX	TMXHFS2A	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a field or modal-propagation calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
